Path|Owners|Online?|PS (HIon)|Datasets (SmartPS)|Streams|L1T Seed
HLT_HIL1_UCC_0_1_v3|HIN|Yes|1|HIPhysicsRawPrime0, HIPhysicsRawPrime1, HIPhysicsRawPrime10, HIPhysicsRawPrime11, HIPhysicsRawPrime12, HIPhysicsRawPrime13, HIPhysicsRawPrime14, HIPhysicsRawPrime15, HIPhysicsRawPrime16, HIPhysicsRawPrime17, HIPhysicsRawPrime18, HIPhysicsRawPrime19, HIPhysicsRawPrime2, HIPhysicsRawPrime20, HIPhysicsRawPrime21, HIPhysicsRawPrime22, HIPhysicsRawPrime23, HIPhysicsRawPrime24, HIPhysicsRawPrime25, HIPhysicsRawPrime26, HIPhysicsRawPrime27, HIPhysicsRawPrime28, HIPhysicsRawPrime29, HIPhysicsRawPrime3, HIPhysicsRawPrime30, HIPhysicsRawPrime31, HIPhysicsRawPrime4, HIPhysicsRawPrime5, HIPhysicsRawPrime6, HIPhysicsRawPrime7, HIPhysicsRawPrime8, HIPhysicsRawPrime9|PhysicsHIPhysicsRawPrime0, PhysicsHIPhysicsRawPrime1, PhysicsHIPhysicsRawPrime10, PhysicsHIPhysicsRawPrime11, PhysicsHIPhysicsRawPrime12, PhysicsHIPhysicsRawPrime13, PhysicsHIPhysicsRawPrime14, PhysicsHIPhysicsRawPrime15, PhysicsHIPhysicsRawPrime16, PhysicsHIPhysicsRawPrime17, PhysicsHIPhysicsRawPrime18, PhysicsHIPhysicsRawPrime19, PhysicsHIPhysicsRawPrime2, PhysicsHIPhysicsRawPrime20, PhysicsHIPhysicsRawPrime21, PhysicsHIPhysicsRawPrime22, PhysicsHIPhysicsRawPrime23, PhysicsHIPhysicsRawPrime24, PhysicsHIPhysicsRawPrime25, PhysicsHIPhysicsRawPrime26, PhysicsHIPhysicsRawPrime27, PhysicsHIPhysicsRawPrime28, PhysicsHIPhysicsRawPrime29, PhysicsHIPhysicsRawPrime3, PhysicsHIPhysicsRawPrime30, PhysicsHIPhysicsRawPrime31, PhysicsHIPhysicsRawPrime4, PhysicsHIPhysicsRawPrime5, PhysicsHIPhysicsRawPrime6, PhysicsHIPhysicsRawPrime7, PhysicsHIPhysicsRawPrime8, PhysicsHIPhysicsRawPrime9|L1_Centrality_0_1_BptxAND
HLT_HIPuAK4CaloJet40Eta5p1_MinBiasHF1AND_v2|HIN|Yes|1|HIPhysicsRawPrime0, HIPhysicsRawPrime1, HIPhysicsRawPrime10, HIPhysicsRawPrime11, HIPhysicsRawPrime12, HIPhysicsRawPrime13, HIPhysicsRawPrime14, HIPhysicsRawPrime15, HIPhysicsRawPrime16, HIPhysicsRawPrime17, HIPhysicsRawPrime18, HIPhysicsRawPrime19, HIPhysicsRawPrime2, HIPhysicsRawPrime20, HIPhysicsRawPrime21, HIPhysicsRawPrime22, HIPhysicsRawPrime23, HIPhysicsRawPrime24, HIPhysicsRawPrime25, HIPhysicsRawPrime26, HIPhysicsRawPrime27, HIPhysicsRawPrime28, HIPhysicsRawPrime29, HIPhysicsRawPrime3, HIPhysicsRawPrime30, HIPhysicsRawPrime31, HIPhysicsRawPrime4, HIPhysicsRawPrime5, HIPhysicsRawPrime6, HIPhysicsRawPrime7, HIPhysicsRawPrime8, HIPhysicsRawPrime9|PhysicsHIPhysicsRawPrime0, PhysicsHIPhysicsRawPrime1, PhysicsHIPhysicsRawPrime10, PhysicsHIPhysicsRawPrime11, PhysicsHIPhysicsRawPrime12, PhysicsHIPhysicsRawPrime13, PhysicsHIPhysicsRawPrime14, PhysicsHIPhysicsRawPrime15, PhysicsHIPhysicsRawPrime16, PhysicsHIPhysicsRawPrime17, PhysicsHIPhysicsRawPrime18, PhysicsHIPhysicsRawPrime19, PhysicsHIPhysicsRawPrime2, PhysicsHIPhysicsRawPrime20, PhysicsHIPhysicsRawPrime21, PhysicsHIPhysicsRawPrime22, PhysicsHIPhysicsRawPrime23, PhysicsHIPhysicsRawPrime24, PhysicsHIPhysicsRawPrime25, PhysicsHIPhysicsRawPrime26, PhysicsHIPhysicsRawPrime27, PhysicsHIPhysicsRawPrime28, PhysicsHIPhysicsRawPrime29, PhysicsHIPhysicsRawPrime3, PhysicsHIPhysicsRawPrime30, PhysicsHIPhysicsRawPrime31, PhysicsHIPhysicsRawPrime4, PhysicsHIPhysicsRawPrime5, PhysicsHIPhysicsRawPrime6, PhysicsHIPhysicsRawPrime7, PhysicsHIPhysicsRawPrime8, PhysicsHIPhysicsRawPrime9|L1_MinimumBiasHF1_AND_BptxAND
HLT_HIPuAK4CaloJet40Eta5p1_MinBiasHF1AND_ZDC2nOR_v2|HIN|Yes|1|HIPhysicsRawPrime0, HIPhysicsRawPrime1, HIPhysicsRawPrime10, HIPhysicsRawPrime11, HIPhysicsRawPrime12, HIPhysicsRawPrime13, HIPhysicsRawPrime14, HIPhysicsRawPrime15, HIPhysicsRawPrime16, HIPhysicsRawPrime17, HIPhysicsRawPrime18, HIPhysicsRawPrime19, HIPhysicsRawPrime2, HIPhysicsRawPrime20, HIPhysicsRawPrime21, HIPhysicsRawPrime22, HIPhysicsRawPrime23, HIPhysicsRawPrime24, HIPhysicsRawPrime25, HIPhysicsRawPrime26, HIPhysicsRawPrime27, HIPhysicsRawPrime28, HIPhysicsRawPrime29, HIPhysicsRawPrime3, HIPhysicsRawPrime30, HIPhysicsRawPrime31, HIPhysicsRawPrime4, HIPhysicsRawPrime5, HIPhysicsRawPrime6, HIPhysicsRawPrime7, HIPhysicsRawPrime8, HIPhysicsRawPrime9|PhysicsHIPhysicsRawPrime0, PhysicsHIPhysicsRawPrime1, PhysicsHIPhysicsRawPrime10, PhysicsHIPhysicsRawPrime11, PhysicsHIPhysicsRawPrime12, PhysicsHIPhysicsRawPrime13, PhysicsHIPhysicsRawPrime14, PhysicsHIPhysicsRawPrime15, PhysicsHIPhysicsRawPrime16, PhysicsHIPhysicsRawPrime17, PhysicsHIPhysicsRawPrime18, PhysicsHIPhysicsRawPrime19, PhysicsHIPhysicsRawPrime2, PhysicsHIPhysicsRawPrime20, PhysicsHIPhysicsRawPrime21, PhysicsHIPhysicsRawPrime22, PhysicsHIPhysicsRawPrime23, PhysicsHIPhysicsRawPrime24, PhysicsHIPhysicsRawPrime25, PhysicsHIPhysicsRawPrime26, PhysicsHIPhysicsRawPrime27, PhysicsHIPhysicsRawPrime28, PhysicsHIPhysicsRawPrime29, PhysicsHIPhysicsRawPrime3, PhysicsHIPhysicsRawPrime30, PhysicsHIPhysicsRawPrime31, PhysicsHIPhysicsRawPrime4, PhysicsHIPhysicsRawPrime5, PhysicsHIPhysicsRawPrime6, PhysicsHIPhysicsRawPrime7, PhysicsHIPhysicsRawPrime8, PhysicsHIPhysicsRawPrime9|L1_ZDC2n_OR_MinimumBiasHF1_AND_BptxAND
HLT_HIPuAK4CaloJet60Eta5p1_MinBiasHF1AND_v2|HIN|Yes|1|HIPhysicsRawPrime0, HIPhysicsRawPrime1, HIPhysicsRawPrime10, HIPhysicsRawPrime11, HIPhysicsRawPrime12, HIPhysicsRawPrime13, HIPhysicsRawPrime14, HIPhysicsRawPrime15, HIPhysicsRawPrime16, HIPhysicsRawPrime17, HIPhysicsRawPrime18, HIPhysicsRawPrime19, HIPhysicsRawPrime2, HIPhysicsRawPrime20, HIPhysicsRawPrime21, HIPhysicsRawPrime22, HIPhysicsRawPrime23, HIPhysicsRawPrime24, HIPhysicsRawPrime25, HIPhysicsRawPrime26, HIPhysicsRawPrime27, HIPhysicsRawPrime28, HIPhysicsRawPrime29, HIPhysicsRawPrime3, HIPhysicsRawPrime30, HIPhysicsRawPrime31, HIPhysicsRawPrime4, HIPhysicsRawPrime5, HIPhysicsRawPrime6, HIPhysicsRawPrime7, HIPhysicsRawPrime8, HIPhysicsRawPrime9|PhysicsHIPhysicsRawPrime0, PhysicsHIPhysicsRawPrime1, PhysicsHIPhysicsRawPrime10, PhysicsHIPhysicsRawPrime11, PhysicsHIPhysicsRawPrime12, PhysicsHIPhysicsRawPrime13, PhysicsHIPhysicsRawPrime14, PhysicsHIPhysicsRawPrime15, PhysicsHIPhysicsRawPrime16, PhysicsHIPhysicsRawPrime17, PhysicsHIPhysicsRawPrime18, PhysicsHIPhysicsRawPrime19, PhysicsHIPhysicsRawPrime2, PhysicsHIPhysicsRawPrime20, PhysicsHIPhysicsRawPrime21, PhysicsHIPhysicsRawPrime22, PhysicsHIPhysicsRawPrime23, PhysicsHIPhysicsRawPrime24, PhysicsHIPhysicsRawPrime25, PhysicsHIPhysicsRawPrime26, PhysicsHIPhysicsRawPrime27, PhysicsHIPhysicsRawPrime28, PhysicsHIPhysicsRawPrime29, PhysicsHIPhysicsRawPrime3, PhysicsHIPhysicsRawPrime30, PhysicsHIPhysicsRawPrime31, PhysicsHIPhysicsRawPrime4, PhysicsHIPhysicsRawPrime5, PhysicsHIPhysicsRawPrime6, PhysicsHIPhysicsRawPrime7, PhysicsHIPhysicsRawPrime8, PhysicsHIPhysicsRawPrime9|L1_MinimumBiasHF1_AND_BptxAND
HLT_HIPuAK4CaloJet60Eta5p1_MinBiasHF1AND_ZDC2nOR_v2|HIN|Yes|1|HIPhysicsRawPrime0, HIPhysicsRawPrime1, HIPhysicsRawPrime10, HIPhysicsRawPrime11, HIPhysicsRawPrime12, HIPhysicsRawPrime13, HIPhysicsRawPrime14, HIPhysicsRawPrime15, HIPhysicsRawPrime16, HIPhysicsRawPrime17, HIPhysicsRawPrime18, HIPhysicsRawPrime19, HIPhysicsRawPrime2, HIPhysicsRawPrime20, HIPhysicsRawPrime21, HIPhysicsRawPrime22, HIPhysicsRawPrime23, HIPhysicsRawPrime24, HIPhysicsRawPrime25, HIPhysicsRawPrime26, HIPhysicsRawPrime27, HIPhysicsRawPrime28, HIPhysicsRawPrime29, HIPhysicsRawPrime3, HIPhysicsRawPrime30, HIPhysicsRawPrime31, HIPhysicsRawPrime4, HIPhysicsRawPrime5, HIPhysicsRawPrime6, HIPhysicsRawPrime7, HIPhysicsRawPrime8, HIPhysicsRawPrime9|PhysicsHIPhysicsRawPrime0, PhysicsHIPhysicsRawPrime1, PhysicsHIPhysicsRawPrime10, PhysicsHIPhysicsRawPrime11, PhysicsHIPhysicsRawPrime12, PhysicsHIPhysicsRawPrime13, PhysicsHIPhysicsRawPrime14, PhysicsHIPhysicsRawPrime15, PhysicsHIPhysicsRawPrime16, PhysicsHIPhysicsRawPrime17, PhysicsHIPhysicsRawPrime18, PhysicsHIPhysicsRawPrime19, PhysicsHIPhysicsRawPrime2, PhysicsHIPhysicsRawPrime20, PhysicsHIPhysicsRawPrime21, PhysicsHIPhysicsRawPrime22, PhysicsHIPhysicsRawPrime23, PhysicsHIPhysicsRawPrime24, PhysicsHIPhysicsRawPrime25, PhysicsHIPhysicsRawPrime26, PhysicsHIPhysicsRawPrime27, PhysicsHIPhysicsRawPrime28, PhysicsHIPhysicsRawPrime29, PhysicsHIPhysicsRawPrime3, PhysicsHIPhysicsRawPrime30, PhysicsHIPhysicsRawPrime31, PhysicsHIPhysicsRawPrime4, PhysicsHIPhysicsRawPrime5, PhysicsHIPhysicsRawPrime6, PhysicsHIPhysicsRawPrime7, PhysicsHIPhysicsRawPrime8, PhysicsHIPhysicsRawPrime9|L1_ZDC2n_OR_MinimumBiasHF1_AND_BptxAND
HLT_HIPuAK4CaloJet80Eta5p1_v10|HIN|Yes|5|HIPhysicsRawPrime0, HIPhysicsRawPrime1, HIPhysicsRawPrime10, HIPhysicsRawPrime11, HIPhysicsRawPrime12, HIPhysicsRawPrime13, HIPhysicsRawPrime14, HIPhysicsRawPrime15, HIPhysicsRawPrime16, HIPhysicsRawPrime17, HIPhysicsRawPrime18, HIPhysicsRawPrime19, HIPhysicsRawPrime2, HIPhysicsRawPrime20, HIPhysicsRawPrime21, HIPhysicsRawPrime22, HIPhysicsRawPrime23, HIPhysicsRawPrime24, HIPhysicsRawPrime25, HIPhysicsRawPrime26, HIPhysicsRawPrime27, HIPhysicsRawPrime28, HIPhysicsRawPrime29, HIPhysicsRawPrime3, HIPhysicsRawPrime30, HIPhysicsRawPrime31, HIPhysicsRawPrime4, HIPhysicsRawPrime5, HIPhysicsRawPrime6, HIPhysicsRawPrime7, HIPhysicsRawPrime8, HIPhysicsRawPrime9|PhysicsHIPhysicsRawPrime0, PhysicsHIPhysicsRawPrime1, PhysicsHIPhysicsRawPrime10, PhysicsHIPhysicsRawPrime11, PhysicsHIPhysicsRawPrime12, PhysicsHIPhysicsRawPrime13, PhysicsHIPhysicsRawPrime14, PhysicsHIPhysicsRawPrime15, PhysicsHIPhysicsRawPrime16, PhysicsHIPhysicsRawPrime17, PhysicsHIPhysicsRawPrime18, PhysicsHIPhysicsRawPrime19, PhysicsHIPhysicsRawPrime2, PhysicsHIPhysicsRawPrime20, PhysicsHIPhysicsRawPrime21, PhysicsHIPhysicsRawPrime22, PhysicsHIPhysicsRawPrime23, PhysicsHIPhysicsRawPrime24, PhysicsHIPhysicsRawPrime25, PhysicsHIPhysicsRawPrime26, PhysicsHIPhysicsRawPrime27, PhysicsHIPhysicsRawPrime28, PhysicsHIPhysicsRawPrime29, PhysicsHIPhysicsRawPrime3, PhysicsHIPhysicsRawPrime30, PhysicsHIPhysicsRawPrime31, PhysicsHIPhysicsRawPrime4, PhysicsHIPhysicsRawPrime5, PhysicsHIPhysicsRawPrime6, PhysicsHIPhysicsRawPrime7, PhysicsHIPhysicsRawPrime8, PhysicsHIPhysicsRawPrime9|L1_SingleJet60_BptxAND
HLT_HIPuAK4CaloJet100Eta5p1_v10|HIN|Yes|1|HIExpressPhysics(2), HIExpressPhysicsRawPrime(2), HIOnlineMonitor(2), HIPhysicsRawPrime0, HIPhysicsRawPrime1, HIPhysicsRawPrime10, HIPhysicsRawPrime11, HIPhysicsRawPrime12, HIPhysicsRawPrime13, HIPhysicsRawPrime14, HIPhysicsRawPrime15, HIPhysicsRawPrime16, HIPhysicsRawPrime17, HIPhysicsRawPrime18, HIPhysicsRawPrime19, HIPhysicsRawPrime2, HIPhysicsRawPrime20, HIPhysicsRawPrime21, HIPhysicsRawPrime22, HIPhysicsRawPrime23, HIPhysicsRawPrime24, HIPhysicsRawPrime25, HIPhysicsRawPrime26, HIPhysicsRawPrime27, HIPhysicsRawPrime28, HIPhysicsRawPrime29, HIPhysicsRawPrime3, HIPhysicsRawPrime30, HIPhysicsRawPrime31, HIPhysicsRawPrime4, HIPhysicsRawPrime5, HIPhysicsRawPrime6, HIPhysicsRawPrime7, HIPhysicsRawPrime8, HIPhysicsRawPrime9|HIDQM, HIExpress, HIExpressRawPrime, PhysicsHIPhysicsRawPrime0, PhysicsHIPhysicsRawPrime1, PhysicsHIPhysicsRawPrime10, PhysicsHIPhysicsRawPrime11, PhysicsHIPhysicsRawPrime12, PhysicsHIPhysicsRawPrime13, PhysicsHIPhysicsRawPrime14, PhysicsHIPhysicsRawPrime15, PhysicsHIPhysicsRawPrime16, PhysicsHIPhysicsRawPrime17, PhysicsHIPhysicsRawPrime18, PhysicsHIPhysicsRawPrime19, PhysicsHIPhysicsRawPrime2, PhysicsHIPhysicsRawPrime20, PhysicsHIPhysicsRawPrime21, PhysicsHIPhysicsRawPrime22, PhysicsHIPhysicsRawPrime23, PhysicsHIPhysicsRawPrime24, PhysicsHIPhysicsRawPrime25, PhysicsHIPhysicsRawPrime26, PhysicsHIPhysicsRawPrime27, PhysicsHIPhysicsRawPrime28, PhysicsHIPhysicsRawPrime29, PhysicsHIPhysicsRawPrime3, PhysicsHIPhysicsRawPrime30, PhysicsHIPhysicsRawPrime31, PhysicsHIPhysicsRawPrime4, PhysicsHIPhysicsRawPrime5, PhysicsHIPhysicsRawPrime6, PhysicsHIPhysicsRawPrime7, PhysicsHIPhysicsRawPrime8, PhysicsHIPhysicsRawPrime9|L1_SingleJet60_BptxAND
HLT_HIPuAK4CaloJet120Eta2p1_v3|HIN|Yes|1|HIPhysicsRawPrime0, HIPhysicsRawPrime1, HIPhysicsRawPrime10, HIPhysicsRawPrime11, HIPhysicsRawPrime12, HIPhysicsRawPrime13, HIPhysicsRawPrime14, HIPhysicsRawPrime15, HIPhysicsRawPrime16, HIPhysicsRawPrime17, HIPhysicsRawPrime18, HIPhysicsRawPrime19, HIPhysicsRawPrime2, HIPhysicsRawPrime20, HIPhysicsRawPrime21, HIPhysicsRawPrime22, HIPhysicsRawPrime23, HIPhysicsRawPrime24, HIPhysicsRawPrime25, HIPhysicsRawPrime26, HIPhysicsRawPrime27, HIPhysicsRawPrime28, HIPhysicsRawPrime29, HIPhysicsRawPrime3, HIPhysicsRawPrime30, HIPhysicsRawPrime31, HIPhysicsRawPrime4, HIPhysicsRawPrime5, HIPhysicsRawPrime6, HIPhysicsRawPrime7, HIPhysicsRawPrime8, HIPhysicsRawPrime9|PhysicsHIPhysicsRawPrime0, PhysicsHIPhysicsRawPrime1, PhysicsHIPhysicsRawPrime10, PhysicsHIPhysicsRawPrime11, PhysicsHIPhysicsRawPrime12, PhysicsHIPhysicsRawPrime13, PhysicsHIPhysicsRawPrime14, PhysicsHIPhysicsRawPrime15, PhysicsHIPhysicsRawPrime16, PhysicsHIPhysicsRawPrime17, PhysicsHIPhysicsRawPrime18, PhysicsHIPhysicsRawPrime19, PhysicsHIPhysicsRawPrime2, PhysicsHIPhysicsRawPrime20, PhysicsHIPhysicsRawPrime21, PhysicsHIPhysicsRawPrime22, PhysicsHIPhysicsRawPrime23, PhysicsHIPhysicsRawPrime24, PhysicsHIPhysicsRawPrime25, PhysicsHIPhysicsRawPrime26, PhysicsHIPhysicsRawPrime27, PhysicsHIPhysicsRawPrime28, PhysicsHIPhysicsRawPrime29, PhysicsHIPhysicsRawPrime3, PhysicsHIPhysicsRawPrime30, PhysicsHIPhysicsRawPrime31, PhysicsHIPhysicsRawPrime4, PhysicsHIPhysicsRawPrime5, PhysicsHIPhysicsRawPrime6, PhysicsHIPhysicsRawPrime7, PhysicsHIPhysicsRawPrime8, PhysicsHIPhysicsRawPrime9|L1_SingleJet80_BptxAND
HLT_HIPuAK4CaloJet120Eta5p1_v10|HIN|Yes|1|HIPhysicsRawPrime0, HIPhysicsRawPrime1, HIPhysicsRawPrime10, HIPhysicsRawPrime11, HIPhysicsRawPrime12, HIPhysicsRawPrime13, HIPhysicsRawPrime14, HIPhysicsRawPrime15, HIPhysicsRawPrime16, HIPhysicsRawPrime17, HIPhysicsRawPrime18, HIPhysicsRawPrime19, HIPhysicsRawPrime2, HIPhysicsRawPrime20, HIPhysicsRawPrime21, HIPhysicsRawPrime22, HIPhysicsRawPrime23, HIPhysicsRawPrime24, HIPhysicsRawPrime25, HIPhysicsRawPrime26, HIPhysicsRawPrime27, HIPhysicsRawPrime28, HIPhysicsRawPrime29, HIPhysicsRawPrime3, HIPhysicsRawPrime30, HIPhysicsRawPrime31, HIPhysicsRawPrime4, HIPhysicsRawPrime5, HIPhysicsRawPrime6, HIPhysicsRawPrime7, HIPhysicsRawPrime8, HIPhysicsRawPrime9|PhysicsHIPhysicsRawPrime0, PhysicsHIPhysicsRawPrime1, PhysicsHIPhysicsRawPrime10, PhysicsHIPhysicsRawPrime11, PhysicsHIPhysicsRawPrime12, PhysicsHIPhysicsRawPrime13, PhysicsHIPhysicsRawPrime14, PhysicsHIPhysicsRawPrime15, PhysicsHIPhysicsRawPrime16, PhysicsHIPhysicsRawPrime17, PhysicsHIPhysicsRawPrime18, PhysicsHIPhysicsRawPrime19, PhysicsHIPhysicsRawPrime2, PhysicsHIPhysicsRawPrime20, PhysicsHIPhysicsRawPrime21, PhysicsHIPhysicsRawPrime22, PhysicsHIPhysicsRawPrime23, PhysicsHIPhysicsRawPrime24, PhysicsHIPhysicsRawPrime25, PhysicsHIPhysicsRawPrime26, PhysicsHIPhysicsRawPrime27, PhysicsHIPhysicsRawPrime28, PhysicsHIPhysicsRawPrime29, PhysicsHIPhysicsRawPrime3, PhysicsHIPhysicsRawPrime30, PhysicsHIPhysicsRawPrime31, PhysicsHIPhysicsRawPrime4, PhysicsHIPhysicsRawPrime5, PhysicsHIPhysicsRawPrime6, PhysicsHIPhysicsRawPrime7, PhysicsHIPhysicsRawPrime8, PhysicsHIPhysicsRawPrime9|L1_SingleJet80_BptxAND
HLT_HIPuAK4CaloJet40Fwd_v3|HIN|Yes|1|HIPhysicsRawPrime0, HIPhysicsRawPrime1, HIPhysicsRawPrime10, HIPhysicsRawPrime11, HIPhysicsRawPrime12, HIPhysicsRawPrime13, HIPhysicsRawPrime14, HIPhysicsRawPrime15, HIPhysicsRawPrime16, HIPhysicsRawPrime17, HIPhysicsRawPrime18, HIPhysicsRawPrime19, HIPhysicsRawPrime2, HIPhysicsRawPrime20, HIPhysicsRawPrime21, HIPhysicsRawPrime22, HIPhysicsRawPrime23, HIPhysicsRawPrime24, HIPhysicsRawPrime25, HIPhysicsRawPrime26, HIPhysicsRawPrime27, HIPhysicsRawPrime28, HIPhysicsRawPrime29, HIPhysicsRawPrime3, HIPhysicsRawPrime30, HIPhysicsRawPrime31, HIPhysicsRawPrime4, HIPhysicsRawPrime5, HIPhysicsRawPrime6, HIPhysicsRawPrime7, HIPhysicsRawPrime8, HIPhysicsRawPrime9|PhysicsHIPhysicsRawPrime0, PhysicsHIPhysicsRawPrime1, PhysicsHIPhysicsRawPrime10, PhysicsHIPhysicsRawPrime11, PhysicsHIPhysicsRawPrime12, PhysicsHIPhysicsRawPrime13, PhysicsHIPhysicsRawPrime14, PhysicsHIPhysicsRawPrime15, PhysicsHIPhysicsRawPrime16, PhysicsHIPhysicsRawPrime17, PhysicsHIPhysicsRawPrime18, PhysicsHIPhysicsRawPrime19, PhysicsHIPhysicsRawPrime2, PhysicsHIPhysicsRawPrime20, PhysicsHIPhysicsRawPrime21, PhysicsHIPhysicsRawPrime22, PhysicsHIPhysicsRawPrime23, PhysicsHIPhysicsRawPrime24, PhysicsHIPhysicsRawPrime25, PhysicsHIPhysicsRawPrime26, PhysicsHIPhysicsRawPrime27, PhysicsHIPhysicsRawPrime28, PhysicsHIPhysicsRawPrime29, PhysicsHIPhysicsRawPrime3, PhysicsHIPhysicsRawPrime30, PhysicsHIPhysicsRawPrime31, PhysicsHIPhysicsRawPrime4, PhysicsHIPhysicsRawPrime5, PhysicsHIPhysicsRawPrime6, PhysicsHIPhysicsRawPrime7, PhysicsHIPhysicsRawPrime8, PhysicsHIPhysicsRawPrime9|L1_SingleJet28_FWD_BptxAND
HLT_HIPuAK4CaloJet60Fwd_v3|HIN|Yes|1|HIPhysicsRawPrime0, HIPhysicsRawPrime1, HIPhysicsRawPrime10, HIPhysicsRawPrime11, HIPhysicsRawPrime12, HIPhysicsRawPrime13, HIPhysicsRawPrime14, HIPhysicsRawPrime15, HIPhysicsRawPrime16, HIPhysicsRawPrime17, HIPhysicsRawPrime18, HIPhysicsRawPrime19, HIPhysicsRawPrime2, HIPhysicsRawPrime20, HIPhysicsRawPrime21, HIPhysicsRawPrime22, HIPhysicsRawPrime23, HIPhysicsRawPrime24, HIPhysicsRawPrime25, HIPhysicsRawPrime26, HIPhysicsRawPrime27, HIPhysicsRawPrime28, HIPhysicsRawPrime29, HIPhysicsRawPrime3, HIPhysicsRawPrime30, HIPhysicsRawPrime31, HIPhysicsRawPrime4, HIPhysicsRawPrime5, HIPhysicsRawPrime6, HIPhysicsRawPrime7, HIPhysicsRawPrime8, HIPhysicsRawPrime9|PhysicsHIPhysicsRawPrime0, PhysicsHIPhysicsRawPrime1, PhysicsHIPhysicsRawPrime10, PhysicsHIPhysicsRawPrime11, PhysicsHIPhysicsRawPrime12, PhysicsHIPhysicsRawPrime13, PhysicsHIPhysicsRawPrime14, PhysicsHIPhysicsRawPrime15, PhysicsHIPhysicsRawPrime16, PhysicsHIPhysicsRawPrime17, PhysicsHIPhysicsRawPrime18, PhysicsHIPhysicsRawPrime19, PhysicsHIPhysicsRawPrime2, PhysicsHIPhysicsRawPrime20, PhysicsHIPhysicsRawPrime21, PhysicsHIPhysicsRawPrime22, PhysicsHIPhysicsRawPrime23, PhysicsHIPhysicsRawPrime24, PhysicsHIPhysicsRawPrime25, PhysicsHIPhysicsRawPrime26, PhysicsHIPhysicsRawPrime27, PhysicsHIPhysicsRawPrime28, PhysicsHIPhysicsRawPrime29, PhysicsHIPhysicsRawPrime3, PhysicsHIPhysicsRawPrime30, PhysicsHIPhysicsRawPrime31, PhysicsHIPhysicsRawPrime4, PhysicsHIPhysicsRawPrime5, PhysicsHIPhysicsRawPrime6, PhysicsHIPhysicsRawPrime7, PhysicsHIPhysicsRawPrime8, PhysicsHIPhysicsRawPrime9|L1_SingleJet44_FWD_BptxAND
HLT_HIPuAK4CaloJet80Fwd_v3|HIN|Yes|1|HIPhysicsRawPrime0, HIPhysicsRawPrime1, HIPhysicsRawPrime10, HIPhysicsRawPrime11, HIPhysicsRawPrime12, HIPhysicsRawPrime13, HIPhysicsRawPrime14, HIPhysicsRawPrime15, HIPhysicsRawPrime16, HIPhysicsRawPrime17, HIPhysicsRawPrime18, HIPhysicsRawPrime19, HIPhysicsRawPrime2, HIPhysicsRawPrime20, HIPhysicsRawPrime21, HIPhysicsRawPrime22, HIPhysicsRawPrime23, HIPhysicsRawPrime24, HIPhysicsRawPrime25, HIPhysicsRawPrime26, HIPhysicsRawPrime27, HIPhysicsRawPrime28, HIPhysicsRawPrime29, HIPhysicsRawPrime3, HIPhysicsRawPrime30, HIPhysicsRawPrime31, HIPhysicsRawPrime4, HIPhysicsRawPrime5, HIPhysicsRawPrime6, HIPhysicsRawPrime7, HIPhysicsRawPrime8, HIPhysicsRawPrime9|PhysicsHIPhysicsRawPrime0, PhysicsHIPhysicsRawPrime1, PhysicsHIPhysicsRawPrime10, PhysicsHIPhysicsRawPrime11, PhysicsHIPhysicsRawPrime12, PhysicsHIPhysicsRawPrime13, PhysicsHIPhysicsRawPrime14, PhysicsHIPhysicsRawPrime15, PhysicsHIPhysicsRawPrime16, PhysicsHIPhysicsRawPrime17, PhysicsHIPhysicsRawPrime18, PhysicsHIPhysicsRawPrime19, PhysicsHIPhysicsRawPrime2, PhysicsHIPhysicsRawPrime20, PhysicsHIPhysicsRawPrime21, PhysicsHIPhysicsRawPrime22, PhysicsHIPhysicsRawPrime23, PhysicsHIPhysicsRawPrime24, PhysicsHIPhysicsRawPrime25, PhysicsHIPhysicsRawPrime26, PhysicsHIPhysicsRawPrime27, PhysicsHIPhysicsRawPrime28, PhysicsHIPhysicsRawPrime29, PhysicsHIPhysicsRawPrime3, PhysicsHIPhysicsRawPrime30, PhysicsHIPhysicsRawPrime31, PhysicsHIPhysicsRawPrime4, PhysicsHIPhysicsRawPrime5, PhysicsHIPhysicsRawPrime6, PhysicsHIPhysicsRawPrime7, PhysicsHIPhysicsRawPrime8, PhysicsHIPhysicsRawPrime9|L1_SingleJet64_FWD_BptxAND
