Path|Owners|Online?|PS (2e34)|Datasets (SmartPS)|Streams|L1T Seed
HLT_Mu37_Ele27_CaloIdL_MW_v12|B2G, BPH, SUS, TOP|Yes||MuonEG, OnlineMonitor|DQM, PhysicsDispJetBTagMuEGTau|L1_SingleMu25
HLT_Mu37_TkMu27_v12|B2G, HIG, MUO, SUS, TOP|Yes||Muon0, Muon1, OnlineMonitor|DQM, PhysicsMuon0, PhysicsMuon1|L1_SingleMu22 OR L1_SingleMu25
HLT_DoubleMu4_3_Bs_v22|BPH|Yes||OnlineMonitor, ParkingDoubleMuonLowMass0, ParkingDoubleMuonLowMass1, ParkingDoubleMuonLowMass2, ParkingDoubleMuonLowMass3, ParkingDoubleMuonLowMass4, ParkingDoubleMuonLowMass5, ParkingDoubleMuonLowMass6, ParkingDoubleMuonLowMass7|DQM, ParkingDoubleMuonLowMass0, ParkingDoubleMuonLowMass0, ParkingDoubleMuonLowMass1, ParkingDoubleMuonLowMass1, ParkingDoubleMuonLowMass2, ParkingDoubleMuonLowMass2, ParkingDoubleMuonLowMass3, ParkingDoubleMuonLowMass3|L1_DoubleMu0er1p4_SQ_OS_dEta_Max1p2 OR L1_DoubleMu4er2p0_SQ_OS_dR_Max1p6 OR L1_DoubleMu5_SQ_OS_dR_Max1p6 OR L1_DoubleMu3er2p0_SQ_OS_dR_Max1p6 OR L1_DoubleMu0er1p5_SQ_OS_dEta_Max1p2 OR L1_DoubleMu0er2p0_SQ_OS_dEta_Max1p6 OR L1_DoubleMu0er1p4_OQ_OS_dEta_Max1p6 OR L1_DoubleMu0er2p0_SQ_OS_dEta_Max1p5 OR L1_DoubleMu0er1p4_SQ_OS_dR_Max1p4 OR L1_DoubleMu0er1p5_SQ_OS_dR_Max1p4 OR L1_DoubleMu4p5_SQ_OS_dR_Max1p2 OR L1_DoubleMu4_SQ_OS_dR_Max1p2
HLT_DoubleMu4_3_Jpsi_v22|BPH|Yes||OnlineMonitor, ParkingDoubleMuonLowMass0, ParkingDoubleMuonLowMass1, ParkingDoubleMuonLowMass2, ParkingDoubleMuonLowMass3, ParkingDoubleMuonLowMass4, ParkingDoubleMuonLowMass5, ParkingDoubleMuonLowMass6, ParkingDoubleMuonLowMass7|DQM, ParkingDoubleMuonLowMass0, ParkingDoubleMuonLowMass0, ParkingDoubleMuonLowMass1, ParkingDoubleMuonLowMass1, ParkingDoubleMuonLowMass2, ParkingDoubleMuonLowMass2, ParkingDoubleMuonLowMass3, ParkingDoubleMuonLowMass3|L1_DoubleMu0er1p4_SQ_OS_dEta_Max1p2 OR L1_DoubleMu4er2p0_SQ_OS_dR_Max1p6 OR L1_DoubleMu5_SQ_OS_dR_Max1p6 OR L1_DoubleMu3er2p0_SQ_OS_dR_Max1p6 OR L1_DoubleMu0er1p5_SQ_OS_dEta_Max1p2 OR L1_DoubleMu0er2p0_SQ_OS_dEta_Max1p6 OR L1_DoubleMu0er1p4_OQ_OS_dEta_Max1p6 OR L1_DoubleMu0er2p0_SQ_OS_dEta_Max1p5 OR L1_DoubleMu0er1p4_SQ_OS_dR_Max1p4 OR L1_DoubleMu0er1p5_SQ_OS_dR_Max1p4 OR L1_DoubleMu4p5_SQ_OS_dR_Max1p2 OR L1_DoubleMu4_SQ_OS_dR_Max1p2
HLT_DoubleMu4_3_LowMass_v8|BPH|Yes||ParkingDoubleMuonLowMass0, ParkingDoubleMuonLowMass1, ParkingDoubleMuonLowMass2, ParkingDoubleMuonLowMass3, ParkingDoubleMuonLowMass4, ParkingDoubleMuonLowMass5, ParkingDoubleMuonLowMass6, ParkingDoubleMuonLowMass7|ParkingDoubleMuonLowMass0, ParkingDoubleMuonLowMass0, ParkingDoubleMuonLowMass1, ParkingDoubleMuonLowMass1, ParkingDoubleMuonLowMass2, ParkingDoubleMuonLowMass2, ParkingDoubleMuonLowMass3, ParkingDoubleMuonLowMass3|L1_DoubleMu0er1p4_SQ_OS_dEta_Max1p2 OR L1_DoubleMu4er2p0_SQ_OS_dR_Max1p6 OR L1_DoubleMu5_SQ_OS_dR_Max1p6 OR L1_DoubleMu3er2p0_SQ_OS_dR_Max1p6 OR L1_DoubleMu0er1p5_SQ_OS_dEta_Max1p2 OR L1_DoubleMu0er2p0_SQ_OS_dEta_Max1p6 OR L1_DoubleMu0er1p4_OQ_OS_dEta_Max1p6 OR L1_DoubleMu0er2p0_SQ_OS_dEta_Max1p5 OR L1_DoubleMu0er1p4_SQ_OS_dR_Max1p4 OR L1_DoubleMu0er1p5_SQ_OS_dR_Max1p4 OR L1_DoubleMu4p5_SQ_OS_dR_Max1p2 OR L1_DoubleMu4_SQ_OS_dR_Max1p2
HLT_DoubleMu4_LowMass_Displaced_v8|BPH|Yes||ParkingDoubleMuonLowMass0, ParkingDoubleMuonLowMass1, ParkingDoubleMuonLowMass2, ParkingDoubleMuonLowMass3, ParkingDoubleMuonLowMass4, ParkingDoubleMuonLowMass5, ParkingDoubleMuonLowMass6, ParkingDoubleMuonLowMass7|ParkingDoubleMuonLowMass0, ParkingDoubleMuonLowMass0, ParkingDoubleMuonLowMass1, ParkingDoubleMuonLowMass1, ParkingDoubleMuonLowMass2, ParkingDoubleMuonLowMass2, ParkingDoubleMuonLowMass3, ParkingDoubleMuonLowMass3|L1_DoubleMu0er1p4_SQ_OS_dEta_Max1p2 OR L1_DoubleMu4er2p0_SQ_OS_dR_Max1p6 OR L1_DoubleMu5_SQ_OS_dR_Max1p6 OR L1_DoubleMu3er2p0_SQ_OS_dR_Max1p6 OR L1_DoubleMu0er1p5_SQ_OS_dEta_Max1p2 OR L1_DoubleMu0er2p0_SQ_OS_dEta_Max1p6 OR L1_DoubleMu0er1p4_OQ_OS_dEta_Max1p6 OR L1_DoubleMu0er2p0_SQ_OS_dEta_Max1p5 OR L1_DoubleMu0er1p4_SQ_OS_dR_Max1p4 OR L1_DoubleMu0er1p5_SQ_OS_dR_Max1p4 OR L1_DoubleMu4p5_SQ_OS_dR_Max1p2 OR L1_DoubleMu4_SQ_OS_dR_Max1p2
HLT_Mu0_L1DoubleMu_v8|BPH|Yes||||L1_DoubleMu0er1p4_SQ_OS_dEta_Max1p2 OR L1_DoubleMu4er2p0_SQ_OS_dR_Max1p6 OR L1_DoubleMu5_SQ_OS_dR_Max1p6 OR L1_DoubleMu3er2p0_SQ_OS_dR_Max1p6 OR L1_DoubleMu0er1p5_SQ_OS_dEta_Max1p2 OR L1_DoubleMu0er2p0_SQ_OS_dEta_Max1p6 OR L1_DoubleMu0er1p4_OQ_OS_dEta_Max1p6 OR L1_DoubleMu0er2p0_SQ_OS_dEta_Max1p5 OR L1_DoubleMu0er1p4_SQ_OS_dR_Max1p4 OR L1_DoubleMu0er1p5_SQ_OS_dR_Max1p4 OR L1_DoubleMu4p5_SQ_OS_dR_Max1p2 OR L1_DoubleMu4_SQ_OS_dR_Max1p2
HLT_Mu4_L1DoubleMu_v8|BPH|Yes||OnlineMonitor, ParkingDoubleMuonLowMass0, ParkingDoubleMuonLowMass1, ParkingDoubleMuonLowMass2, ParkingDoubleMuonLowMass3, ParkingDoubleMuonLowMass4, ParkingDoubleMuonLowMass5, ParkingDoubleMuonLowMass6, ParkingDoubleMuonLowMass7|DQM, ParkingDoubleMuonLowMass0, ParkingDoubleMuonLowMass0, ParkingDoubleMuonLowMass1, ParkingDoubleMuonLowMass1, ParkingDoubleMuonLowMass2, ParkingDoubleMuonLowMass2, ParkingDoubleMuonLowMass3, ParkingDoubleMuonLowMass3|L1_DoubleMu0er1p4_SQ_OS_dEta_Max1p2 OR L1_DoubleMu4er2p0_SQ_OS_dR_Max1p6 OR L1_DoubleMu5_SQ_OS_dR_Max1p6 OR L1_DoubleMu3er2p0_SQ_OS_dR_Max1p6 OR L1_DoubleMu0er1p5_SQ_OS_dEta_Max1p2 OR L1_DoubleMu0er2p0_SQ_OS_dEta_Max1p6 OR L1_DoubleMu0er1p4_OQ_OS_dEta_Max1p6 OR L1_DoubleMu0er2p0_SQ_OS_dEta_Max1p5 OR L1_DoubleMu0er1p4_SQ_OS_dR_Max1p4 OR L1_DoubleMu0er1p5_SQ_OS_dR_Max1p4 OR L1_DoubleMu4p5_SQ_OS_dR_Max1p2 OR L1_DoubleMu4_SQ_OS_dR_Max1p2
HLT_DoubleMu2_Jpsi_LowPt_v1|BPH|Yes||ParkingDoubleMuonLowMass0, ParkingDoubleMuonLowMass1, ParkingDoubleMuonLowMass2, ParkingDoubleMuonLowMass3, ParkingDoubleMuonLowMass4, ParkingDoubleMuonLowMass5, ParkingDoubleMuonLowMass6, ParkingDoubleMuonLowMass7|ParkingDoubleMuonLowMass0, ParkingDoubleMuonLowMass0, ParkingDoubleMuonLowMass1, ParkingDoubleMuonLowMass1, ParkingDoubleMuonLowMass2, ParkingDoubleMuonLowMass2, ParkingDoubleMuonLowMass3, ParkingDoubleMuonLowMass3|L1_DoubleMu0er1p4_SQ_OS_dR_Max1p4 OR L1_DoubleMu0er2p0_SQ_OS_dEta_Max0p3_dPhi_0p8to1p2 OR L1_DoubleMu0er2p0_SQ_OS_dEta_Max1p5 OR L1_DoubleMu0er1p5_SQ_OS_dR_Max1p4
HLT_DoubleMu4_3_Photon4_BsToMMG_v7|BPH|Yes||OnlineMonitor, ParkingDoubleMuonLowMass0, ParkingDoubleMuonLowMass1, ParkingDoubleMuonLowMass2, ParkingDoubleMuonLowMass3, ParkingDoubleMuonLowMass4, ParkingDoubleMuonLowMass5, ParkingDoubleMuonLowMass6, ParkingDoubleMuonLowMass7|DQM, ParkingDoubleMuonLowMass0, ParkingDoubleMuonLowMass0, ParkingDoubleMuonLowMass1, ParkingDoubleMuonLowMass1, ParkingDoubleMuonLowMass2, ParkingDoubleMuonLowMass2, ParkingDoubleMuonLowMass3, ParkingDoubleMuonLowMass3|L1_DoubleMu0er1p4_SQ_OS_dEta_Max1p2 OR L1_DoubleMu4er2p0_SQ_OS_dR_Max1p6 OR L1_DoubleMu5_SQ_OS_dR_Max1p6 OR L1_DoubleMu3er2p0_SQ_OS_dR_Max1p6 OR L1_DoubleMu0er1p5_SQ_OS_dEta_Max1p2 OR L1_DoubleMu0er2p0_SQ_OS_dEta_Max1p6 OR L1_DoubleMu0er2p0_SQ_OS_dEta_Max1p5 OR L1_DoubleMu0er1p4_SQ_OS_dR_Max1p4 OR L1_DoubleMu0er1p5_SQ_OS_dR_Max1p4 OR L1_DoubleMu4p5_SQ_OS_dR_Max1p2 OR L1_DoubleMu4_SQ_OS_dR_Max1p2
HLT_DoubleMu4_3_Displaced_Photon4_BsToMMG_v7|BPH|Yes||OnlineMonitor, ParkingDoubleMuonLowMass0, ParkingDoubleMuonLowMass1, ParkingDoubleMuonLowMass2, ParkingDoubleMuonLowMass3, ParkingDoubleMuonLowMass4, ParkingDoubleMuonLowMass5, ParkingDoubleMuonLowMass6, ParkingDoubleMuonLowMass7|DQM, ParkingDoubleMuonLowMass0, ParkingDoubleMuonLowMass0, ParkingDoubleMuonLowMass1, ParkingDoubleMuonLowMass1, ParkingDoubleMuonLowMass2, ParkingDoubleMuonLowMass2, ParkingDoubleMuonLowMass3, ParkingDoubleMuonLowMass3|L1_DoubleMu0er1p4_SQ_OS_dEta_Max1p2 OR L1_DoubleMu4er2p0_SQ_OS_dR_Max1p6 OR L1_DoubleMu5_SQ_OS_dR_Max1p6 OR L1_DoubleMu3er2p0_SQ_OS_dR_Max1p6 OR L1_DoubleMu0er1p5_SQ_OS_dEta_Max1p2 OR L1_DoubleMu0er2p0_SQ_OS_dEta_Max1p6 OR L1_DoubleMu0er2p0_SQ_OS_dEta_Max1p5 OR L1_DoubleMu0er1p4_SQ_OS_dR_Max1p4 OR L1_DoubleMu0er1p5_SQ_OS_dR_Max1p4 OR L1_DoubleMu4p5_SQ_OS_dR_Max1p2 OR L1_DoubleMu4_SQ_OS_dR_Max1p2
HLT_DoubleMu3_Trk_Tau3mu_v19|BPH|Yes||OnlineMonitor, ParkingDoubleMuonLowMass0, ParkingDoubleMuonLowMass1, ParkingDoubleMuonLowMass2, ParkingDoubleMuonLowMass3, ParkingDoubleMuonLowMass4, ParkingDoubleMuonLowMass5, ParkingDoubleMuonLowMass6, ParkingDoubleMuonLowMass7|DQM, ParkingDoubleMuonLowMass0, ParkingDoubleMuonLowMass0, ParkingDoubleMuonLowMass1, ParkingDoubleMuonLowMass1, ParkingDoubleMuonLowMass2, ParkingDoubleMuonLowMass2, ParkingDoubleMuonLowMass3, ParkingDoubleMuonLowMass3|L1_TripleMu_3SQ_2p5SQ_0_OS_Mass_Max12 OR L1_TripleMu_4SQ_2p5SQ_0_OS_Mass_Max12 OR L1_DoubleMu0er1p5_SQ_OS_dR_Max1p4 OR L1_DoubleMu0er1p4_SQ_OS_dR_Max1p4 OR L1_TripleMu_5SQ_3SQ_0_DoubleMu_5_3_SQ_OS_Mass_Max9 OR L1_TripleMu_5SQ_3SQ_0OQ_DoubleMu_5_3_SQ_OS_Mass_Max9 OR L1_DoubleMu4_SQ_OS_dR_Max1p2 OR L1_DoubleMu4p5_SQ_OS_dR_Max1p2 OR L1_DoubleMu0er1p4_SQ_OS_dEta_Max1p2 OR L1_DoubleMu4er2p0_SQ_OS_dR_Max1p6 OR L1_DoubleMu5_SQ_OS_dR_Max1p6 OR L1_DoubleMu3er2p0_SQ_OS_dR_Max1p6 OR L1_DoubleMu0er1p5_SQ_OS_dEta_Max1p2
HLT_DoubleMu3_TkMu_DsTau3Mu_v11|BPH|Yes||OnlineMonitor, ParkingDoubleMuonLowMass0, ParkingDoubleMuonLowMass1, ParkingDoubleMuonLowMass2, ParkingDoubleMuonLowMass3, ParkingDoubleMuonLowMass4, ParkingDoubleMuonLowMass5, ParkingDoubleMuonLowMass6, ParkingDoubleMuonLowMass7|DQM, ParkingDoubleMuonLowMass0, ParkingDoubleMuonLowMass0, ParkingDoubleMuonLowMass1, ParkingDoubleMuonLowMass1, ParkingDoubleMuonLowMass2, ParkingDoubleMuonLowMass2, ParkingDoubleMuonLowMass3, ParkingDoubleMuonLowMass3|L1_TripleMu_3SQ_2p5SQ_0_OS_Mass_Max12 OR L1_TripleMu_4SQ_2p5SQ_0_OS_Mass_Max12 OR L1_DoubleMu0er1p5_SQ_OS_dR_Max1p4 OR L1_DoubleMu0er1p4_SQ_OS_dR_Max1p4 OR L1_TripleMu_5SQ_3SQ_0_DoubleMu_5_3_SQ_OS_Mass_Max9 OR L1_TripleMu_5SQ_3SQ_0OQ_DoubleMu_5_3_SQ_OS_Mass_Max9 OR L1_DoubleMu4_SQ_OS_dR_Max1p2 OR L1_DoubleMu4p5_SQ_OS_dR_Max1p2 OR L1_DoubleMu0er1p4_SQ_OS_dEta_Max1p2 OR L1_DoubleMu4er2p0_SQ_OS_dR_Max1p6 OR L1_DoubleMu5_SQ_OS_dR_Max1p6 OR L1_DoubleMu3er2p0_SQ_OS_dR_Max1p6 OR L1_DoubleMu0er1p5_SQ_OS_dEta_Max1p2
HLT_DoubleMu4_Mass3p8_DZ_PFHT350_v15|SUS|Yes||Muon0, Muon1, OnlineMonitor|DQM, PhysicsMuon0, PhysicsMuon1|L1_DoubleMu3_SQ_HTT220er
HLT_DoubleMu4_MuMuTrk_Displaced_v22|BPH|Yes||OnlineMonitor, ParkingDoubleMuonLowMass0, ParkingDoubleMuonLowMass1, ParkingDoubleMuonLowMass2, ParkingDoubleMuonLowMass3, ParkingDoubleMuonLowMass4, ParkingDoubleMuonLowMass5, ParkingDoubleMuonLowMass6, ParkingDoubleMuonLowMass7|DQM, ParkingDoubleMuonLowMass0, ParkingDoubleMuonLowMass0, ParkingDoubleMuonLowMass1, ParkingDoubleMuonLowMass1, ParkingDoubleMuonLowMass2, ParkingDoubleMuonLowMass2, ParkingDoubleMuonLowMass3, ParkingDoubleMuonLowMass3|L1_DoubleMu0er1p5_SQ_OS_dR_Max1p4 OR L1_DoubleMu0er1p4_SQ_OS_dR_Max1p4 OR L1_DoubleMu4p5_SQ_OS_dR_Max1p2 OR L1_DoubleMu4_SQ_OS_dR_Max1p2
HLT_Mu3_PFJet40_v23|HIG, SUS, TOP|Yes||Muon0, Muon1, OnlineMonitor|DQM, PhysicsMuon0, PhysicsMuon1|L1_SingleMu3 OR L1_Mu3_Jet30er2p5
HLT_Mu7p5_L2Mu2_Jpsi_v17|BPH|Yes||OnlineMonitor, ParkingDoubleMuonLowMass0, ParkingDoubleMuonLowMass1, ParkingDoubleMuonLowMass2, ParkingDoubleMuonLowMass3, ParkingDoubleMuonLowMass4, ParkingDoubleMuonLowMass5, ParkingDoubleMuonLowMass6, ParkingDoubleMuonLowMass7|DQM, ParkingDoubleMuonLowMass0, ParkingDoubleMuonLowMass0, ParkingDoubleMuonLowMass1, ParkingDoubleMuonLowMass1, ParkingDoubleMuonLowMass2, ParkingDoubleMuonLowMass2, ParkingDoubleMuonLowMass3, ParkingDoubleMuonLowMass3|L1_DoubleMu0_SQ
HLT_Mu7p5_L2Mu2_Upsilon_v17|BPH|Yes||OnlineMonitor, ParkingDoubleMuonLowMass0, ParkingDoubleMuonLowMass1, ParkingDoubleMuonLowMass2, ParkingDoubleMuonLowMass3, ParkingDoubleMuonLowMass4, ParkingDoubleMuonLowMass5, ParkingDoubleMuonLowMass6, ParkingDoubleMuonLowMass7|DQM, ParkingDoubleMuonLowMass0, ParkingDoubleMuonLowMass0, ParkingDoubleMuonLowMass1, ParkingDoubleMuonLowMass1, ParkingDoubleMuonLowMass2, ParkingDoubleMuonLowMass2, ParkingDoubleMuonLowMass3, ParkingDoubleMuonLowMass3|L1_DoubleMu0_SQ
HLT_Mu3_L1SingleMu5orSingleMu7_v8|BPH|Yes||||L1_SingleMu5 OR L1_SingleMu7
HLT_Mu0_Barrel_v1|BPH|Yes||ParkingSingleMuon0, ParkingSingleMuon1, ParkingSingleMuon2, ParkingSingleMuon3, ParkingSingleMuon4, ParkingSingleMuon5, ParkingSingleMuon6, ParkingSingleMuon7|ParkingSingleMuon0, ParkingSingleMuon0, ParkingSingleMuon1, ParkingSingleMuon1, ParkingSingleMuon2, ParkingSingleMuon2, ParkingSingleMuon3, ParkingSingleMuon3|L1_SingleMu0_BMTF
HLT_Mu0_Barrel_L1HP10_v1|BPH|Yes||ParkingSingleMuon0, ParkingSingleMuon1, ParkingSingleMuon2, ParkingSingleMuon3, ParkingSingleMuon4, ParkingSingleMuon5, ParkingSingleMuon6, ParkingSingleMuon7|ParkingSingleMuon0, ParkingSingleMuon0, ParkingSingleMuon1, ParkingSingleMuon1, ParkingSingleMuon2, ParkingSingleMuon2, ParkingSingleMuon3, ParkingSingleMuon3|L1_SingleMu10_SQ14_BMTF
HLT_Mu0_Barrel_L1HP11_v1|BPH|Yes||ParkingSingleMuon0, ParkingSingleMuon1, ParkingSingleMuon2, ParkingSingleMuon3, ParkingSingleMuon4, ParkingSingleMuon5, ParkingSingleMuon6, ParkingSingleMuon7|ParkingSingleMuon0, ParkingSingleMuon0, ParkingSingleMuon1, ParkingSingleMuon1, ParkingSingleMuon2, ParkingSingleMuon2, ParkingSingleMuon3, ParkingSingleMuon3|L1_SingleMu11_SQ14_BMTF
HLT_Mu9_Barrel_L1HP10_IP6_v1|BPH|Yes||ParkingSingleMuon0, ParkingSingleMuon1, ParkingSingleMuon2, ParkingSingleMuon3, ParkingSingleMuon4, ParkingSingleMuon5, ParkingSingleMuon6, ParkingSingleMuon7|ParkingSingleMuon0, ParkingSingleMuon0, ParkingSingleMuon1, ParkingSingleMuon1, ParkingSingleMuon2, ParkingSingleMuon2, ParkingSingleMuon3, ParkingSingleMuon3|L1_SingleMu10_SQ14_BMTF
HLT_Mu10_Barrel_L1HP11_IP6_v1|BPH|Yes||ParkingSingleMuon0, ParkingSingleMuon1, ParkingSingleMuon2, ParkingSingleMuon3, ParkingSingleMuon4, ParkingSingleMuon5, ParkingSingleMuon6, ParkingSingleMuon7|ParkingSingleMuon0, ParkingSingleMuon0, ParkingSingleMuon1, ParkingSingleMuon1, ParkingSingleMuon2, ParkingSingleMuon2, ParkingSingleMuon3, ParkingSingleMuon3|L1_SingleMu11_SQ14_BMTF
HLT_DoublePhoton33_CaloIdL_v14|EXO|Yes||EGamma0, EGamma1, OnlineMonitor|DQM, PhysicsEGamma0, PhysicsEGamma1|L1_SingleEG26er2p5 OR L1_SingleEG34er2p5 OR L1_SingleEG36er2p5 OR L1_SingleEG38er2p5 OR L1_SingleEG40er2p5 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5 OR L1_SingleEG60 OR L1_DoubleEG_22_10_er2p5 OR L1_DoubleEG_25_12_er2p5 OR L1_DoubleEG_25_14_er2p5 OR L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200 OR L1_SingleTau120er2p1 OR L1_SingleTau130er2p1
HLT_DoublePhoton70_v14|B2G, EGM, HIG, SUS, TOP|Yes||EGamma0, EGamma1, OnlineMonitor|DQM, PhysicsEGamma0, PhysicsEGamma1|L1_SingleEG34er2p5 OR L1_SingleEG36er2p5 OR L1_SingleEG38er2p5 OR L1_SingleEG40er2p5 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5 OR L1_SingleEG60 OR L1_DoubleEG_22_10_er2p5 OR L1_DoubleEG_25_14_er2p5 OR L1_DoubleEG_25_12_er2p5 OR L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200 OR L1_SingleTau120er2p1 OR L1_SingleTau130er2p1
HLT_DoublePhoton85_v22|EGM|Yes||EGamma0, EGamma1, EventDisplay, OnlineMonitor|DQM, DQMEventDisplay, PhysicsEGamma0, PhysicsEGamma1|L1_SingleEG34er2p5 OR L1_SingleEG36er2p5 OR L1_SingleEG38er2p5 OR L1_SingleEG40er2p5 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5 OR L1_SingleEG60 OR L1_DoubleEG_22_10_er2p5 OR L1_DoubleEG_25_14_er2p5 OR L1_DoubleEG_25_12_er2p5 OR L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200 OR L1_SingleTau120er2p1 OR L1_SingleTau130er2p1
HLT_DiEle27_WPTightCaloOnly_L1DoubleEG_v11|EGM, HIG, TOP|Yes||EGamma0, EGamma1, OnlineMonitor|DQM, PhysicsEGamma0, PhysicsEGamma1|L1_SingleLooseIsoEG26er2p5 OR L1_SingleLooseIsoEG26er1p5 OR L1_SingleLooseIsoEG28er2p5 OR L1_SingleLooseIsoEG28er2p1 OR L1_SingleLooseIsoEG28er1p5 OR L1_SingleLooseIsoEG30er2p5 OR L1_SingleLooseIsoEG30er1p5 OR L1_SingleEG26er2p5 OR L1_SingleEG38er2p5 OR L1_SingleEG40er2p5 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5 OR L1_SingleEG60 OR L1_SingleEG34er2p5 OR L1_SingleEG36er2p5 OR L1_SingleIsoEG24er2p1 OR L1_SingleIsoEG26er2p1 OR L1_SingleIsoEG28er2p1 OR L1_SingleIsoEG30er2p1 OR L1_SingleIsoEG32er2p1 OR L1_SingleIsoEG26er2p5 OR L1_SingleIsoEG28er2p5 OR L1_SingleIsoEG30er2p5 OR L1_SingleIsoEG32er2p5 OR L1_SingleIsoEG34er2p5 OR L1_DoubleEG_22_10_er2p5 OR L1_DoubleEG_25_12_er2p5 OR L1_DoubleEG_25_14_er2p5
HLT_Ele30_WPTight_Gsf_v8|EGM, HIG, SMP, SUS|Yes||EGamma0, EGamma1, OnlineMonitor|DQM, PhysicsEGamma0, PhysicsEGamma1|L1_SingleLooseIsoEG26er2p5 OR L1_SingleLooseIsoEG26er1p5 OR L1_SingleLooseIsoEG28er2p5 OR L1_SingleLooseIsoEG28er2p1 OR L1_SingleLooseIsoEG28er1p5 OR L1_SingleLooseIsoEG30er2p5 OR L1_SingleLooseIsoEG30er1p5 OR L1_SingleEG26er2p5 OR L1_SingleEG38er2p5 OR L1_SingleEG40er2p5 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5 OR L1_SingleEG60 OR L1_SingleEG34er2p5 OR L1_SingleEG36er2p5 OR L1_SingleIsoEG24er2p1 OR L1_SingleIsoEG26er2p1 OR L1_SingleIsoEG28er2p1 OR L1_SingleIsoEG30er2p1 OR L1_SingleIsoEG32er2p1 OR L1_SingleIsoEG26er2p5 OR L1_SingleIsoEG28er2p5 OR L1_SingleIsoEG30er2p5 OR L1_SingleIsoEG32er2p5 OR L1_SingleIsoEG34er2p5
HLT_Ele32_WPTight_Gsf_v22|B2G, EGM, HIG, SMP, SUS, TOP|Yes||EGamma0, EGamma1, HLTMonitor(5), OnlineMonitor|DQM, HLTMonitor, PhysicsEGamma0, PhysicsEGamma1|L1_SingleLooseIsoEG26er2p5 OR L1_SingleLooseIsoEG26er1p5 OR L1_SingleLooseIsoEG28er2p5 OR L1_SingleLooseIsoEG28er2p1 OR L1_SingleLooseIsoEG28er1p5 OR L1_SingleLooseIsoEG30er2p5 OR L1_SingleLooseIsoEG30er1p5 OR L1_SingleEG26er2p5 OR L1_SingleEG38er2p5 OR L1_SingleEG40er2p5 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5 OR L1_SingleEG60 OR L1_SingleEG34er2p5 OR L1_SingleEG36er2p5 OR L1_SingleIsoEG24er2p1 OR L1_SingleIsoEG26er2p1 OR L1_SingleIsoEG28er2p1 OR L1_SingleIsoEG30er2p1 OR L1_SingleIsoEG32er2p1 OR L1_SingleIsoEG26er2p5 OR L1_SingleIsoEG28er2p5 OR L1_SingleIsoEG30er2p5 OR L1_SingleIsoEG32er2p5 OR L1_SingleIsoEG34er2p5
HLT_Ele35_WPTight_Gsf_v16|B2G, EGM, HIG, SMP, SUS, TOP|Yes||EGamma0, EGamma1, OnlineMonitor, ScoutingPFMonitor(200)|DQM, PhysicsEGamma0, PhysicsEGamma1, PhysicsScoutingPFMonitor|L1_SingleLooseIsoEG26er2p5 OR L1_SingleLooseIsoEG26er1p5 OR L1_SingleLooseIsoEG28er2p5 OR L1_SingleLooseIsoEG28er2p1 OR L1_SingleLooseIsoEG28er1p5 OR L1_SingleLooseIsoEG30er2p5 OR L1_SingleLooseIsoEG30er1p5 OR L1_SingleEG26er2p5 OR L1_SingleEG38er2p5 OR L1_SingleEG40er2p5 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5 OR L1_SingleEG60 OR L1_SingleEG34er2p5 OR L1_SingleEG36er2p5 OR L1_SingleIsoEG24er2p1 OR L1_SingleIsoEG26er2p1 OR L1_SingleIsoEG28er2p1 OR L1_SingleIsoEG30er2p1 OR L1_SingleIsoEG32er2p1 OR L1_SingleIsoEG26er2p5 OR L1_SingleIsoEG28er2p5 OR L1_SingleIsoEG30er2p5 OR L1_SingleIsoEG32er2p5 OR L1_SingleIsoEG34er2p5
